Machine_Type,pressure,Temperature,Vibration,Machineruntime,Date,Component,Maintenancetype,Actiontaken,Failure type,Downtime (hrs)
Mill,16.2468,43.02167452,821.1177,8,25-09-2023,Lubrication,Preventive,Inspected,No Failure,7.6
Mill,33.5073,33.04818805,663.0093,6,21-05-2024,Lubrication,Corrective,Replaced,Misalignment,8.7
Mill,59.9552,49.40554915,516.5949,12,07-12-2024,Coupling,Corrective,Tightened,Bearing failure,3.3
Mill,47.496,60.00312196,584.663,9,09-07-2024,Bearing,Corrective,Inspected,Leakage,8.4
Lathe,64.1145,29.99015579,714.644,13,20-09-2023,Coupling,Preventive,Cleaned,Wear and tear,7.5
Lathe,60.5986,38.56693843,547.8563,18,24-07-2024,Lubrication,Preventive,Repaired,Leakage,5.4
Drill,82.9298,51.46407184,943.2591,17,27-09-2024,Motor,Predictive,Aligned,Wear and tear,4.9
Lathe,39.4927,44.72902347,511.3895,12,21-05-2023,Bearing,Preventive,Refilled,No Failure,7.1
Mill,41.9559,97.89291002,873.4124,17,10-11-2024,Motor,Corrective,Tightened,Misalignment,2.5
Lathe,93.5552,35.56915034,773.5325,15,20-07-2023,Bearing,Predictive,Aligned,Misalignment,7.7
Mill,70.8985,74.19410949,673.267,14,30-07-2024,Shaft,Corrective,Lubricated,Overheating,3.2
Lathe,35.6237,58.34505747,944.3583,7,15-06-2023,Bearing,Preventive,Refilled,Wear and tear,5.9
Mill,76.8879,46.12227318,831.5541,16,02-10-2024,Bearing,Preventive,Inspected,Leakage,2.6
Drill,77.1987,85.00227211,675.7379,7,16-03-2024,Bearing,Corrective,Lubricated,Leakage,7.5
Lathe,25.8671,90.59439611,837.7284,8,04-08-2024,Gearbox,Predictive,Refilled,Bearing failure,6.5
Lathe,69.0784,86.37943932,917.8827,12,16-12-2024,Gearbox,Predictive,Aligned,Wear and tear,6.5
Mill,48.288,56.35140351,993.7292,19,30-07-2024,Gearbox,Corrective,Replaced,No Failure,2.9
Lathe,67.4282,82.82077056,941.5509,16,15-11-2024,Motor,Corrective,Cleaned,Wear and tear,3.1
Lathe,57.9107,62.86118003,769.4318,8,07-05-2023,Shaft,Predictive,Flushed,Wear and tear,3.8
Drill,55.5403,47.84059284,537.6757,7,15-08-2024,Motor,Preventive,Inspected,No Failure,4.8
Lathe,53.7033,36.39438851,908.6459,14,04-05-2023,Lubrication,Predictive,Replaced,Bearing failure,0.3
Lathe,71.5363,80.19582872,992.543,18,21-10-2024,Shaft,Corrective,Checked,Wear and tear,7.3
Drill,59.2065,69.04374846,671.5303,15,05-08-2024,Motor,Corrective,Replaced,No Failure,0.4
Mill,56.037,28.09854872,828.2959,9,28-04-2023,Motor,Preventive,Refilled,No Failure,6.1
Drill,34.5778,41.67753939,589.9178,11,25-01-2023,Motor,Preventive,Refilled,No Failure,0.9
Lathe,24.3118,46.40425088,633.5092,15,19-12-2024,Gearbox,Preventive,Cleaned,Misalignment,4.3
Mill,65.9596,43.88172482,830.9368,15,19-01-2024,Motor,Preventive,Repaired,Misalignment,7.6
Drill,26.8672,43.22545399,908.6066,9,31-08-2023,Motor,Corrective,Checked,Misalignment,3.2
Lathe,83.0429,47.47386743,578.1201,14,23-11-2023,Bearing,Predictive,Refilled,Overheating,4.4
Mill,40.0278,17.13910067,951.3309,15,29-05-2024,Shaft,Corrective,Checked,Bearing failure,3.7
Mill,48.1256,91.13065804,799.4133,17,18-10-2024,Bearing,Predictive,Refilled,Misalignment,5.9
Mill,20.5306,75.52864392,894.9567,9,24-07-2023,Motor,Predictive,Checked,Overheating,5.7
Drill,19.0776,57.54480153,503.9627,7,22-01-2023,Lubrication,Preventive,Refilled,Leakage,4.2
Mill,58.8635,80.71961435,751.935,13,21-05-2023,Gearbox,Preventive,Lubricated,Wear and tear,1.3
Mill,58.4839,34.52379774,670.3578,16,24-05-2024,Lubrication,Preventive,Cleaned,Overheating,5.1
Drill,92.0999,29.70859885,838.0747,8,01-03-2024,Motor,Predictive,Repaired,Misalignment,4.5
Mill,63.5572,48.26347749,841.957,18,07-10-2023,Coupling,Corrective,Tightened,Wear and tear,0.4
Drill,64.484,34.4318893,927.2367,19,20-06-2024,Bearing,Corrective,Cleaned,No Failure,0.1
Drill,69.0167,45.81107059,538.9997,18,12-11-2023,Shaft,Predictive,Inspected,Leakage,1.6
Mill,76.3587,40.74697318,742.3079,6,14-03-2023,Lubrication,Preventive,Checked,No Failure,1.2
Mill,35.4289,34.16843083,871.2216,8,03-02-2024,Gearbox,Preventive,Checked,Bearing failure,3.1
Drill,53.6673,52.85478895,809.1566,8,05-10-2023,Coupling,Predictive,Refilled,Overheating,0.2
Mill,57.8671,78.49004092,628.9842,14,10-09-2024,Motor,Corrective,Checked,Wear and tear,4.7
Drill,72.8429,84.3386969,611.4631,8,17-11-2024,Coupling,Predictive,Lubricated,Bearing failure,6.8
Mill,97.0916,41.16714818,971.1657,6,18-05-2023,Lubrication,Corrective,Flushed,Bearing failure,3.9
Mill,96.0355,68.65567916,976.2548,19,11-11-2023,Shaft,Preventive,Tightened,Bearing failure,0.8
Drill,34.8414,39.87306126,545.1324,17,21-11-2024,Gearbox,Corrective,Tightened,Wear and tear,3.2
Drill,74.8324,48.61648019,615.696,7,13-05-2024,Coupling,Corrective,Inspected,Misalignment,3.8
Lathe,11.9059,30.49990995,552.8997,8,21-01-2024,Bearing,Predictive,Lubricated,Wear and tear,3.6
Drill,30.0845,47.2996424,811.7493,7,20-03-2024,Motor,Corrective,Checked,No Failure,7.5
Drill,11.4129,21.78440164,684.7775,16,01-05-2023,Shaft,Preventive,Lubricated,Leakage,4.1
Drill,28.9612,36.98466705,879.2151,12,31-07-2023,Gearbox,Corrective,Cleaned,Bearing failure,2.9
Mill,78.1711,71.69870833,607.2512,18,13-05-2023,Motor,Predictive,Tightened,Leakage,0.3
Drill,64.1058,85.76379984,672.5334,19,26-03-2023,Coupling,Preventive,Lubricated,No Failure,8.9
Drill,52.5579,37.92250501,978.1988,15,03-05-2024,Coupling,Corrective,Checked,Wear and tear,3.7
Lathe,89.9289,48.35756497,586.3263,6,10-01-2024,Bearing,Corrective,Cleaned,No Failure,0.9
Lathe,98.8862,71.43838914,966.6013,8,08-03-2024,Motor,Corrective,Aligned,Leakage,5.1
Drill,49.4978,38.3645451,821.9294,13,29-05-2023,Motor,Preventive,Repaired,Leakage,2.2
Mill,97.3675,66.29759693,840.6506,12,10-07-2024,Gearbox,Predictive,Lubricated,Misalignment,7.9
Drill,94.3389,58.69128975,801.4788,18,18-07-2024,Shaft,Preventive,Cleaned,Overheating,1.9
Lathe,48.0042,30.58100365,642.9535,6,26-01-2024,Lubrication,Preventive,Repaired,Overheating,5.7
Lathe,36.0888,11.90330653,647.7414,18,19-07-2023,Coupling,Preventive,Repaired,Wear and tear,4.8
Mill,87.6554,45.37334384,548.1999,15,07-05-2023,Gearbox,Corrective,Replaced,Bearing failure,8.1
Mill,92.0256,28.87526551,549.4466,13,22-09-2024,Lubrication,Corrective,Refilled,Bearing failure,4.7
Lathe,84.1096,42.08459148,668.6736,18,22-07-2023,Lubrication,Preventive,Cleaned,No Failure,2
Drill,27.6046,17.02977966,691.1575,17,12-07-2023,Lubrication,Predictive,Repaired,Misalignment,4.3
Mill,57.5973,97.50883802,940.7579,7,15-09-2024,Lubrication,Preventive,Tightened,Misalignment,5.4
Lathe,31.3061,39.7578164,555.4652,15,04-04-2024,Motor,Predictive,Tightened,Leakage,1.2
Mill,18.1942,85.31865141,592.0899,16,14-07-2024,Bearing,Corrective,Refilled,No Failure,3.3
Drill,13.385,89.82541212,586.8673,7,07-06-2024,Lubrication,Predictive,Checked,Wear and tear,7.2
Mill,61.5419,36.38082683,514.8979,10,19-08-2024,Bearing,Predictive,Refilled,Overheating,4
Mill,91.3335,82.90045707,843.6202,14,13-08-2024,Shaft,Predictive,Replaced,Wear and tear,1.1
Lathe,49.9986,71.6277223,593.2994,13,27-01-2023,Coupling,Preventive,Tightened,Overheating,0.3
Lathe,21.8263,96.00483428,901.288,10,22-03-2023,Shaft,Preventive,Cleaned,Overheating,1
Drill,54.5725,51.30868213,517.9239,16,16-07-2024,Coupling,Corrective,Inspected,Wear and tear,1.3
Lathe,36.5016,63.45577864,810.5424,15,27-05-2024,Shaft,Corrective,Refilled,Misalignment,7.9
Mill,50.367,27.62854544,828.8359,6,23-11-2024,Shaft,Corrective,Replaced,Misalignment,8.4
Mill,76.8053,60.08352661,504.5982,9,06-12-2024,Bearing,Preventive,Replaced,Misalignment,0
Drill,81.4337,80.29869046,597.4066,16,29-07-2023,Lubrication,Corrective,Repaired,Bearing failure,6.7
Drill,62.606,24.99599,789.8751,8,16-06-2023,Bearing,Predictive,Flushed,No Failure,0.3
Mill,47.4069,46.65797875,874.1227,13,29-10-2023,Motor,Corrective,Inspected,Misalignment,6
Mill,15.3098,77.38138499,872.5687,6,16-01-2023,Gearbox,Corrective,Tightened,Wear and tear,2.5
Lathe,87.1949,18.26833585,831.619,12,08-11-2024,Shaft,Predictive,Cleaned,Leakage,5.9
Drill,76.3891,39.41947562,974.9009,13,12-04-2023,Lubrication,Predictive,Flushed,No Failure,1.9
Lathe,24.6818,55.12874394,663.209,9,18-09-2023,Bearing,Corrective,Tightened,Misalignment,5.7
Lathe,66.3613,33.64212458,675.0569,17,21-02-2024,Shaft,Predictive,Aligned,Leakage,0.2
Lathe,45.2747,23.14323497,824.1152,6,11-01-2024,Coupling,Preventive,Refilled,Overheating,7.1
Mill,34.779,90.94366872,756.9329,6,08-09-2024,Gearbox,Preventive,Cleaned,No Failure,4.6
Mill,90.7446,83.21564949,588.5242,11,18-11-2023,Shaft,Predictive,Checked,Misalignment,6.3
Drill,26.1984,83.6071443,651.0087,16,04-11-2024,Shaft,Corrective,Checked,Misalignment,3.5
Mill,27.9804,25.10939898,880.7795,9,12-01-2024,Shaft,Corrective,Aligned,No Failure,5.6
Mill,15.448,91.69539519,506.3504,7,26-06-2023,Lubrication,Corrective,Cleaned,No Failure,4
Lathe,83.0233,40.56419885,848.339,14,02-11-2024,Coupling,Predictive,Checked,Leakage,6.1
Drill,32.7971,69.82510588,708.7336,13,14-04-2023,Shaft,Preventive,Inspected,Overheating,4.1
Drill,87.3401,52.12304727,735.8698,13,01-05-2023,Bearing,Corrective,Cleaned,Wear and tear,7
Drill,96.4799,93.05931705,847.3775,10,11-10-2024,Motor,Corrective,Replaced,Misalignment,2.3
Mill,37.1664,64.05585444,588.3621,6,07-11-2024,Lubrication,Predictive,Cleaned,No Failure,1
Drill,91.8845,71.92368485,724.9965,7,20-03-2023,Shaft,Corrective,Cleaned,Overheating,3.2
Drill,90.2057,12.8531283,784.078,6,19-10-2023,Gearbox,Preventive,Inspected,No Failure,2.9
Mill,10.2614,48.21718847,701.2504,6,24-12-2023,Lubrication,Corrective,Tightened,Overheating,2.3
Drill,85.5975,45.61826057,693.6421,9,22-03-2024,Bearing,Predictive,Repaired,Wear and tear,5.3
Lathe,58.61,49.29770034,845.2388,11,08-10-2023,Gearbox,Corrective,Cleaned,No Failure,7.4
Lathe,81.6759,51.09756081,728.4774,8,03-05-2024,Bearing,Corrective,Replaced,Wear and tear,4.7
Lathe,96.9329,50.6508284,836.9998,14,08-04-2023,Shaft,Preventive,Cleaned,Bearing failure,2.5
Mill,98.3794,43.77837688,747.1057,13,14-03-2023,Gearbox,Corrective,Refilled,No Failure,4
Mill,97.7307,14.30927993,787.4453,19,02-01-2024,Bearing,Preventive,Tightened,Leakage,0.6
Drill,60.2437,96.01018922,852.762,8,20-01-2023,Gearbox,Predictive,Checked,Overheating,7.3
Mill,45.9245,93.24071805,879.5602,14,28-12-2024,Lubrication,Preventive,Tightened,Leakage,7
Mill,96.3971,92.0356766,542.3763,11,02-03-2023,Lubrication,Corrective,Repaired,Misalignment,8.5
Drill,27.4972,54.50713319,690.1506,16,06-11-2023,Motor,Preventive,Lubricated,Wear and tear,8.2
Mill,77.6572,47.2425164,973.7912,7,04-02-2024,Gearbox,Preventive,Refilled,Overheating,6.9
Lathe,84.4267,66.31660714,977.3257,15,08-09-2023,Lubrication,Predictive,Cleaned,No Failure,5.9
Mill,89.4155,66.31547408,664.1088,16,04-11-2023,Motor,Preventive,Cleaned,Overheating,0.2
Mill,54.5629,64.71543238,967.266,16,10-01-2024,Coupling,Predictive,Refilled,No Failure,6.1
Mill,49.8224,98.90680675,918.989,17,04-04-2024,Motor,Preventive,Refilled,Overheating,8.3
Lathe,69.0608,96.67271189,694.745,6,21-09-2023,Bearing,Corrective,Replaced,No Failure,8
Mill,50.9656,53.76033414,507.8389,14,29-05-2024,Motor,Predictive,Inspected,No Failure,5.9
Lathe,18.0042,46.04627719,808.8628,10,21-08-2024,Lubrication,Predictive,Refilled,No Failure,8.3
Drill,88.8334,56.72245533,972.9396,15,22-12-2023,Lubrication,Corrective,Lubricated,Bearing failure,6.9
Lathe,17.3036,40.26506396,689.5368,10,11-03-2024,Coupling,Corrective,Lubricated,No Failure,1.2
Drill,25.4747,61.84304341,893.974,8,13-05-2023,Shaft,Predictive,Repaired,Overheating,4.2
Lathe,71.033,54.85028431,914.1129,10,29-02-2024,Bearing,Predictive,Refilled,No Failure,7.7
Drill,97.045,88.25667546,700.8679,8,02-01-2023,Coupling,Preventive,Aligned,Leakage,7.8
Drill,47.8842,47.04641745,898.6813,12,21-08-2023,Lubrication,Preventive,Checked,Overheating,6.5
Drill,24.6685,25.30809542,708.2997,10,07-12-2023,Coupling,Corrective,Checked,Wear and tear,6.3
Mill,45.759,79.86876936,571.357,9,05-01-2024,Gearbox,Preventive,Repaired,Bearing failure,4.4
Drill,34.9433,58.36741853,559.4399,6,10-05-2024,Motor,Corrective,Flushed,Wear and tear,7.8
Mill,57.6021,26.44625255,715.8873,10,12-01-2023,Gearbox,Corrective,Refilled,Overheating,6.5
Mill,74.4242,81.04382405,608.1627,17,13-09-2024,Bearing,Preventive,Checked,Misalignment,3.4
Lathe,33.934,53.10009846,982.6315,15,03-03-2024,Motor,Corrective,Repaired,Wear and tear,4.4
Drill,69.3548,54.48067058,681.8416,12,31-05-2023,Bearing,Predictive,Inspected,Leakage,2.1
Mill,40.6242,60.04992048,523.1786,7,11-11-2024,Gearbox,Corrective,Flushed,No Failure,4.8
Lathe,30.6439,44.26498736,852.5461,16,23-07-2024,Lubrication,Corrective,Tightened,Overheating,7.4
Lathe,53.4736,93.40361424,738.0034,17,28-10-2023,Motor,Predictive,Inspected,Overheating,1.6
Mill,15.2666,69.53658053,508.9881,12,18-07-2023,Motor,Preventive,Checked,No Failure,3.6
Drill,70.2938,33.91823301,825.1394,13,10-05-2023,Lubrication,Corrective,Cleaned,Overheating,2.5
Drill,20.8497,24.50320458,965.0807,8,02-01-2023,Gearbox,Preventive,Flushed,Misalignment,9
Lathe,47.4148,28.58653229,837.7506,9,16-01-2023,Bearing,Corrective,Lubricated,Misalignment,1.7
Mill,35.9776,67.9929771,717.1771,13,30-12-2023,Lubrication,Preventive,Tightened,No Failure,3.2
Drill,62.6908,36.89184035,842.4813,6,21-02-2023,Coupling,Preventive,Checked,Bearing failure,1.6
Mill,13.4193,30.67724172,924.7085,19,08-08-2024,Gearbox,Predictive,Inspected,Wear and tear,7
Lathe,48.2872,19.96446727,880.5463,10,21-05-2023,Lubrication,Predictive,Tightened,Overheating,2
Drill,89.7262,57.02628393,638.8059,12,24-04-2024,Motor,Preventive,Checked,No Failure,1.4
Drill,31.1458,73.210072,719.2354,18,29-02-2024,Shaft,Predictive,Flushed,Leakage,0.7
Mill,67.6235,95.65633134,979.3758,19,18-07-2024,Coupling,Preventive,Flushed,No Failure,9
Drill,62.0444,28.06201075,908.3778,17,28-04-2024,Lubrication,Preventive,Tightened,Misalignment,7.5
Drill,56.0324,98.43764466,765.4563,14,26-05-2023,Coupling,Corrective,Aligned,No Failure,2.7
Mill,72.7327,91.41140685,743.2156,9,20-08-2024,Lubrication,Corrective,Replaced,Bearing failure,6.2
Lathe,62.0067,80.80009305,807.4426,8,09-08-2023,Bearing,Preventive,Lubricated,Wear and tear,1.7
Mill,59.7993,97.07906312,721.4964,17,29-04-2024,Motor,Preventive,Lubricated,No Failure,6.3
Mill,34.3827,25.97688019,725.731,19,15-12-2024,Motor,Corrective,Tightened,Leakage,0.5
Lathe,16.9318,72.48705861,840.7799,12,06-10-2023,Gearbox,Corrective,Repaired,Wear and tear,0.1
Lathe,68.2014,12.21523576,555.1532,11,07-11-2023,Shaft,Preventive,Flushed,Bearing failure,1.7
Mill,82.4836,96.06961756,957.2504,10,28-07-2023,Shaft,Corrective,Refilled,Misalignment,7.5
Drill,27.739,30.21901913,615.8232,18,17-06-2024,Lubrication,Corrective,Replaced,Overheating,8.1
Mill,32.2994,87.8376191,942.5051,8,17-05-2024,Shaft,Corrective,Tightened,Bearing failure,4.9
Mill,30.4878,12.69920455,603.9392,15,24-08-2023,Bearing,Preventive,Tightened,Wear and tear,8.2
Drill,82.6358,86.81913197,809.5446,8,10-06-2023,Lubrication,Corrective,Aligned,Wear and tear,6.5
Lathe,63.7273,15.64371167,678.6452,17,25-06-2023,Bearing,Preventive,Flushed,Bearing failure,8.2
Drill,33.2161,88.38866812,807.8765,10,21-06-2024,Motor,Corrective,Flushed,Leakage,3.1
Lathe,24.5198,83.0128346,660.5621,11,17-04-2023,Coupling,Corrective,Repaired,Bearing failure,0.1
Drill,33.0404,88.80281808,768.7746,6,03-11-2023,Shaft,Predictive,Replaced,Wear and tear,6.2
Mill,50.9695,76.7096597,609.3039,7,03-05-2023,Bearing,Predictive,Tightened,Misalignment,7.4
Drill,91.9972,32.0744351,677.7832,17,16-09-2023,Gearbox,Corrective,Refilled,Bearing failure,2.5
Lathe,36.9861,71.15501543,788.0415,13,20-01-2023,Shaft,Corrective,Repaired,Overheating,3.2
Mill,12.5713,91.94588504,506.3913,12,10-02-2023,Bearing,Corrective,Tightened,No Failure,6.2
Drill,88.5308,19.41332495,944.6036,16,28-04-2023,Coupling,Preventive,Checked,Wear and tear,4.6
Drill,17.3452,81.1589556,516.3454,19,27-08-2023,Coupling,Predictive,Flushed,Misalignment,2.8
Drill,93.3382,17.76653318,942.9196,16,20-11-2024,Shaft,Corrective,Tightened,Overheating,1.2
Lathe,80.913,25.57615212,560.3969,6,28-09-2023,Gearbox,Predictive,Aligned,Bearing failure,3.5
Drill,43.225,51.37228292,787.3015,8,16-03-2024,Gearbox,Preventive,Refilled,No Failure,8
Lathe,64.3413,55.63880864,576.567,7,02-07-2024,Gearbox,Preventive,Cleaned,Wear and tear,6
Drill,54.7152,26.47064887,820.1339,6,28-09-2024,Bearing,Preventive,Refilled,No Failure,2.3
Drill,46.0652,18.15190919,715.0629,17,29-12-2024,Motor,Predictive,Inspected,No Failure,1.8
Drill,70.871,34.91530082,610.7857,18,21-05-2023,Shaft,Predictive,Lubricated,Misalignment,3.7
Lathe,81.455,68.75977673,711.985,6,17-04-2023,Gearbox,Corrective,Inspected,Leakage,8.9
Mill,56.3214,72.52071934,781.9812,9,09-07-2023,Motor,Predictive,Repaired,No Failure,1
Mill,22.0499,32.45303003,902.9862,18,23-05-2024,Gearbox,Predictive,Refilled,Wear and tear,7.2
Mill,47.403,64.08207802,611.1227,16,04-11-2024,Bearing,Preventive,Lubricated,No Failure,5.5
Mill,64.5515,77.98329217,867.6383,18,23-02-2023,Gearbox,Predictive,Repaired,Overheating,1.1
Lathe,43.2787,90.80522918,987.3023,6,22-01-2023,Motor,Corrective,Refilled,Bearing failure,6.3
Drill,54.9787,70.25106642,921.4565,8,08-09-2024,Motor,Predictive,Aligned,Wear and tear,7.7
Lathe,82.7679,80.75556351,957.3277,18,17-05-2023,Gearbox,Corrective,Flushed,Overheating,8.3
Drill,66.9897,97.80279493,512.987,13,24-01-2024,Motor,Predictive,Lubricated,Overheating,5.3
Lathe,63.4871,97.16534245,987.3829,17,29-01-2023,Bearing,Preventive,Aligned,Leakage,5.5
Drill,35.6679,93.67200289,888.7655,15,19-02-2023,Motor,Predictive,Inspected,Overheating,8.1
Lathe,44.9796,18.6669738,937.4843,17,17-12-2023,Lubrication,Corrective,Checked,Bearing failure,5.1
Lathe,56.4002,84.32025874,629.2641,9,16-11-2023,Motor,Corrective,Tightened,Wear and tear,7.3
Drill,50.3511,67.82407774,864.6051,16,02-03-2024,Shaft,Preventive,Cleaned,No Failure,0.5
Mill,42.4688,18.12661544,992.4459,7,01-09-2024,Motor,Preventive,Refilled,Misalignment,5.5
Lathe,62.9986,14.18490527,661.9552,14,15-02-2023,Bearing,Predictive,Refilled,Wear and tear,2.1
Lathe,38.5229,69.30159639,827.8323,15,19-04-2023,Lubrication,Predictive,Cleaned,Leakage,7.9
Drill,46.092,83.00877982,529.6592,15,14-06-2023,Lubrication,Corrective,Refilled,Bearing failure,7
Drill,50.2006,27.3909178,846.8724,8,24-10-2024,Coupling,Corrective,Repaired,Wear and tear,0.7
Drill,49.5716,60.94556578,791.605,10,28-08-2023,Motor,Preventive,Cleaned,Leakage,2.2
Lathe,87.6728,47.28981823,615.2411,11,30-10-2023,Coupling,Corrective,Repaired,Overheating,1.5
Drill,73.7775,91.84882449,988.5232,13,13-05-2024,Coupling,Predictive,Repaired,No Failure,2.8
Mill,52.2718,15.94101083,841.0823,18,17-04-2023,Bearing,Predictive,Checked,Misalignment,8.5
Drill,66.551,52.32662849,960.1877,15,30-11-2023,Shaft,Predictive,Refilled,No Failure,2.2
Drill,34.3152,29.02270355,736.6101,7,25-03-2023,Shaft,Preventive,Tightened,No Failure,7
Mill,22.3217,36.50644311,913.5172,18,17-05-2023,Gearbox,Preventive,Aligned,Leakage,8.1
Mill,53.8269,65.32297271,970.3096,8,01-01-2024,Shaft,Predictive,Cleaned,Misalignment,4.4
Lathe,36.5556,86.33135414,683.1582,12,15-11-2024,Shaft,Corrective,Lubricated,Bearing failure,5.3
Drill,54.4702,16.46567399,798.1165,15,27-11-2024,Coupling,Predictive,Cleaned,No Failure,6.1
Lathe,55.0613,96.7321283,585.3247,12,25-12-2023,Lubrication,Predictive,Replaced,Leakage,0.4
Mill,78.6308,62.58077038,517.328,13,18-01-2023,Gearbox,Preventive,Refilled,No Failure,4.5
Lathe,30.8322,61.94354655,779.5341,13,19-09-2023,Shaft,Corrective,Replaced,Misalignment,3.8
Mill,42.2643,92.56099682,520.6612,9,14-06-2023,Coupling,Preventive,Replaced,No Failure,2.3
Lathe,55.5637,89.90742502,953.9203,11,16-11-2023,Lubrication,Corrective,Inspected,Bearing failure,5.2
Drill,77.2913,49.63302874,592.3195,16,16-02-2024,Coupling,Predictive,Replaced,No Failure,8.5
Drill,10.797,89.58458468,918.1404,13,21-11-2024,Bearing,Preventive,Aligned,Leakage,1.8
Drill,28.4064,59.97657049,921.6149,18,27-12-2023,Gearbox,Predictive,Refilled,No Failure,2.9
Mill,36.6966,25.86399204,643.2027,18,17-04-2024,Gearbox,Corrective,Repaired,Bearing failure,6.1
Mill,14.4242,28.94938073,720.6099,8,20-10-2023,Coupling,Corrective,Checked,Wear and tear,0.2
Drill,93.3886,39.7903798,933.2234,16,26-05-2024,Gearbox,Corrective,Replaced,Leakage,2.4
Lathe,27.9113,90.33514433,713.8695,19,21-12-2024,Gearbox,Predictive,Inspected,Leakage,8.7
Lathe,72.8808,67.47221078,938.8554,18,12-03-2024,Motor,Preventive,Refilled,Overheating,7.9
Drill,91.983,71.53575833,802.4889,11,13-07-2023,Lubrication,Preventive,Aligned,Wear and tear,8.1
Mill,37.3946,68.79399032,986.1512,17,12-05-2023,Motor,Corrective,Refilled,Leakage,7.4
Mill,75.5682,78.97271961,558.7614,6,07-03-2024,Lubrication,Corrective,Inspected,Wear and tear,0.1
Drill,92.7684,62.83701404,887.1244,6,29-04-2024,Shaft,Corrective,Inspected,Wear and tear,1
Mill,25.2553,52.30882416,623.195,6,27-03-2024,Bearing,Preventive,Inspected,Bearing failure,0.7
Drill,39.4351,22.39655689,557.543,15,29-11-2023,Motor,Corrective,Flushed,Wear and tear,4.5
Lathe,42.6695,89.92230901,616.0049,17,26-06-2024,Gearbox,Predictive,Aligned,Bearing failure,7.7
Lathe,44.5823,54.88909134,770.1128,15,15-03-2023,Motor,Corrective,Refilled,Overheating,4.5
Lathe,98.7293,35.29122572,799.0462,16,09-12-2024,Coupling,Preventive,Cleaned,Misalignment,8.9
Drill,22.4294,41.83959999,798.0148,15,22-12-2024,Shaft,Corrective,Lubricated,Leakage,6.5
Lathe,36.4746,39.64367454,699.2115,10,12-02-2023,Coupling,Preventive,Flushed,No Failure,3.7
Lathe,18.5527,30.6380734,882.5356,8,18-10-2024,Gearbox,Predictive,Checked,Leakage,3.5
Mill,82.9906,90.11912151,642.6547,15,12-03-2023,Lubrication,Predictive,Replaced,Misalignment,2.3
Mill,68.7019,75.88189036,656.3605,11,19-07-2024,Lubrication,Corrective,Inspected,No Failure,2.8
Mill,93.7485,56.35419461,793.8735,18,23-05-2023,Bearing,Corrective,Repaired,Leakage,5.2
Drill,64.5018,79.23303153,582.6138,7,05-11-2023,Lubrication,Corrective,Lubricated,Bearing failure,7.3
Lathe,16.4081,41.13503496,684.2935,16,17-02-2023,Bearing,Preventive,Aligned,No Failure,3.3
Lathe,17.7534,36.93076177,765.3066,16,16-09-2024,Lubrication,Corrective,Aligned,Misalignment,2.4
Mill,67.3547,33.36112212,752.6441,13,08-12-2024,Gearbox,Predictive,Cleaned,Bearing failure,5.1
Lathe,38.4929,64.36702297,708.8077,19,23-04-2024,Motor,Predictive,Tightened,Bearing failure,3.9
Lathe,17.9362,40.12661504,854.6996,17,26-03-2023,Gearbox,Preventive,Aligned,No Failure,6.3
Drill,53.4401,69.99112728,806.6468,13,15-07-2023,Gearbox,Predictive,Repaired,Bearing failure,1.3
Mill,54.9799,27.30032224,868.4505,14,01-07-2023,Bearing,Predictive,Aligned,Wear and tear,8.6
Mill,71.9077,29.60531881,841.2756,7,24-10-2024,Motor,Predictive,Checked,No Failure,4
Lathe,83.2208,23.1856995,787.9922,16,18-11-2023,Motor,Predictive,Flushed,Leakage,2.9
Drill,24.2807,46.81729584,570.5853,8,17-01-2023,Coupling,Corrective,Tightened,Misalignment,2
Mill,18.1173,32.98097773,973.2854,6,30-05-2024,Lubrication,Preventive,Inspected,Misalignment,3.2
Drill,46.569,77.44588827,777.1411,18,25-04-2023,Motor,Predictive,Cleaned,Overheating,6.7
Drill,90.0747,71.27721838,945.974,14,21-07-2023,Lubrication,Corrective,Cleaned,Overheating,5.7
Mill,82.2765,19.04636722,519.9963,9,18-12-2024,Lubrication,Preventive,Inspected,Misalignment,4
Mill,39.2719,84.01662463,895.8809,13,30-11-2023,Lubrication,Preventive,Inspected,No Failure,6.7
Mill,23.8619,68.78209428,860.8299,10,23-07-2024,Shaft,Predictive,Inspected,Misalignment,0.2
Lathe,85.2078,61.17631556,677.8764,12,13-11-2023,Bearing,Predictive,Inspected,No Failure,2.2
Lathe,19.5337,50.38836911,657.296,10,15-03-2023,Motor,Predictive,Lubricated,Wear and tear,5.7
Lathe,54.9381,41.92458684,780.8957,11,07-05-2023,Gearbox,Corrective,Flushed,Misalignment,2.1
Mill,17.0979,86.95800487,502.7497,11,02-05-2023,Bearing,Corrective,Cleaned,No Failure,5.7
Mill,10.9509,63.54526645,508.8759,8,08-01-2023,Coupling,Corrective,Lubricated,Leakage,5
Mill,50.5503,30.05920086,984.2444,7,17-09-2024,Gearbox,Corrective,Refilled,No Failure,3.9
Lathe,26.9542,83.33955328,934.4767,18,14-11-2024,Lubrication,Predictive,Inspected,Misalignment,4.6
Lathe,71.8995,42.6446402,854.1351,7,27-10-2024,Lubrication,Corrective,Refilled,Misalignment,3
Lathe,70.4466,31.95142115,821.8083,11,12-06-2024,Gearbox,Corrective,Checked,Bearing failure,7.6
